THETA2_deg,A_x,A_y,B_x,B_y,MCF_x,MCF_y,M4_x,M4_y,J2_x,J2_y,P_x,P_y,S1_x,S1_y,S2_x,S2_y,P2_x,P2_y,P3_x,P3_y,IFP_x,IFP_y,IFD_x,IFD_y,TIP_x,TIP_y,CRK3_x,CRK3_y,ROK3_x,ROK3_y,theta_fp_deg,theta_fm_deg,theta_fd_deg,DIP_rel_deg
38.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.3132,15.7602,36.5804,21.5482,-9.6250,37.8596,-30.3912,-7.5334,-43.0513,-10.4865,-61.4045,19.3156,-100.0030,-15.5292,-56.7190,-31.1310,-78.8714,-44.7423,-89.0885,-66.4589,-61.5190,-37.5310,-60.9454,-46.3724,193.1301,211.5682,244.8042,33.2360
39.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.4503,15.6522,36.2001,22.0262,-10.1410,37.9479,-30.4674,-7.6650,-43.1091,-10.6959,-61.7478,18.9284,-100.0736,-16.2160,-56.6497,-31.4240,-78.6776,-45.2360,-88.6782,-67.0531,-61.4103,-37.8534,-60.7362,-46.6877,193.4822,212.0887,245.3741,33.2854
40.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.5864,15.5429,35.8116,22.4976,-10.6616,38.0296,-30.5430,-7.7976,-43.1658,-10.9063,-62.0911,18.5357,-100.1399,-16.9084,-56.5784,-31.7175,-78.4787,-45.7309,-88.2593,-67.6476,-61.2992,-38.1760,-60.5236,-47.0020,193.8353,212.6142,245.9505,33.3364
41.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.7216,15.4325,35.4148,22.9621,-11.1868,38.1045,-30.6180,-7.9310,-43.2214,-11.1177,-62.4344,18.1374,-100.2019,-17.6063,-56.5050,-32.0114,-78.2746,-46.2270,-87.8317,-68.2421,-61.1859,-38.4990,-60.3075,-47.3154,194.1895,213.1448,246.5336,33.3888
42.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.8558,15.3209,35.0101,23.4196,-11.7163,38.1724,-30.6925,-8.0653,-43.2758,-11.3301,-62.7775,17.7334,-100.2593,-18.3099,-56.4296,-32.3057,-78.0653,-46.7243,-87.3953,-68.8365,-61.0702,-38.8222,-60.0880,-47.6276,194.5448,213.6805,247.1234,33.4428
43.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-21.9890,15.2081,34.5974,23.8699,-12.2502,38.2332,-30.7663,-8.2004,-43.3291,-11.5434,-63.1205,17.3236,-100.3120,-19.0191,-56.3522,-32.6004,-77.8508,-47.2227,-86.9500,-69.4309,-60.9521,-39.1457,-59.8650,-47.9387,194.9011,214.2216,247.7200,33.4985
44.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.1212,15.0942,34.1769,24.3130,-12.7883,38.2868,-30.8394,-8.3364,-43.3812,-11.7576,-63.4632,16.9079,-100.3600,-19.7340,-56.2727,-32.8955,-77.6309,-47.7221,-86.4956,-70.0249,-60.8317,-39.4693,-59.6386,-48.2486,195.2584,214.7679,248.3237,33.5558
45.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.2524,14.9791,33.7487,24.7487,-13.3307,38.3330,-30.9119,-8.4732,-43.4320,-11.9729,-63.8056,16.4862,-100.4031,-20.4545,-56.1911,-33.1909,-77.4055,-48.2225,-86.0320,-70.6186,-60.7089,-39.7932,-59.4086,-48.5572,195.6168,215.3196,248.9344,33.6148
46.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.3826,14.8629,33.3130,25.1769,-13.8770,38.3715,-30.9838,-8.6109,-43.4817,-12.1890,-64.1476,16.0585,-100.4412,-21.1809,-56.1074,-33.4867,-77.1747,-48.7239,-85.5591,-71.2117,-60.5837,-40.1171,-59.1752,-48.8645,195.9762,215.8768,249.5524,33.6756
47.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.5118,14.7455,32.8699,25.5974,-14.4274,38.4023,-31.0550,-8.7494,-43.5302,-12.4061,-64.4891,15.6247,-100.4742,-21.9130,-56.0217,-33.7827,-76.9382,-49.2261,-85.0767,-71.8041,-60.4561,-40.4412,-58.9383,-49.1702,196.3366,216.4396,250.1778,33.7382
48.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.6400,14.6271,32.4196,26.0101,-14.9815,38.4252,-31.1256,-8.8888,-43.5774,-12.6240,-64.8301,15.1846,-100.5019,-22.6509,-55.9338,-34.0791,-76.6961,-49.7292,-84.5847,-72.3957,-60.3262,-40.7654,-58.6979,-49.4745,196.6981,217.0080,250.8107,33.8027
49.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.7671,14.5075,31.9621,26.4148,-15.5395,38.4399,-31.1954,-9.0289,-43.6233,-12.8429,-65.1704,14.7383,-100.5241,-23.3946,-55.8438,-34.3757,-76.4483,-50.2330,-84.0830,-72.9863,-60.1938,-41.0897,-58.4540,-49.7772,197.0605,217.5821,251.4512,33.8691
50.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-22.8932,14.3868,31.4976,26.8116,-16.1011,38.4465,-31.2645,-9.1699,-43.6680,-13.0627,-65.5101,14.2856,-100.5409,-24.1442,-55.7517,-34.6725,-76.1946,-50.7376,-83.5714,-73.5758,-60.0590,-41.4139,-58.2067,-50.0782,197.4239,218.1619,252.0994,33.9375
51.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.0182,14.2650,31.0262,27.2001,-16.6662,38.4446,-31.3330,-9.3118,-43.7115,-13.2833,-65.8489,13.8264,-100.5519,-24.8996,-55.6574,-34.9696,-75.9350,-51.2428,-83.0498,-74.1639,-59.9218,-41.7382,-57.9559,-50.3774,197.7883,218.7477,252.7556,34.0079
52.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.1421,14.1421,30.5482,27.5804,-17.2346,38.4341,-31.4007,-9.4544,-43.7536,-13.5048,-66.1868,13.3606,-100.5571,-25.6610,-55.5610,-35.2668,-75.6695,-51.7485,-82.5181,-74.7506,-59.7821,-42.0625,-57.7016,-50.6748,198.1537,219.3394,253.4198,34.0805
53.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.2650,14.0182,30.0635,27.9522,-17.8064,38.4150,-31.4676,-9.5978,-43.7944,-13.7271,-66.5238,12.8882,-100.5563,-26.4283,-55.4624,-35.5642,-75.3979,-52.2548,-81.9760,-75.3357,-59.6400,-42.3868,-57.4438,-50.9703,198.5200,219.9371,254.0923,34.1552
54.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.3868,13.8932,29.5725,28.3156,-18.3813,38.3869,-31.5339,-9.7421,-43.8339,-13.9503,-66.8597,12.4090,-100.5493,-27.2016,-55.3617,-35.8617,-75.1202,-52.7615,-81.4236,-75.9189,-59.4955,-42.7109,-57.1826,-51.2637,198.8873,220.5410,254.7731,34.2321
55.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.5075,13.7671,29.0752,28.6703,-18.9593,38.3499,-31.5993,-9.8871,-43.8721,-14.1743,-67.1943,11.9231,-100.5361,-27.9809,-55.2588,-36.1594,-74.8362,-53.2686,-80.8606,-76.5002,-59.3485,-43.0350,-56.9179,-51.5551,199.2556,221.1511,255.4624,34.3113
56.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.6271,13.6400,28.5718,29.0163,-19.5401,38.3036,-31.6640,-10.0330,-43.9089,-14.3991,-67.5277,11.4301,-100.5164,-28.7662,-55.1537,-36.4571,-74.5459,-53.7759,-80.2868,-77.0792,-59.1990,-43.3590,-56.6498,-51.8443,199.6248,221.7675,256.1604,34.3929
57.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.7455,13.5118,28.0624,29.3535,-20.1236,38.2480,-31.7279,-10.1796,-43.9443,-14.6248,-67.8597,10.9302,-100.4900,-29.5576,-55.0464,-36.7549,-74.2492,-54.2835,-79.7022,-77.6558,-59.0470,-43.6828,-56.3784,-52.1313,199.9949,222.3903,256.8672,34.4769
58.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.8629,13.3826,27.5472,29.6817,-20.7097,38.1830,-31.7911,-10.3270,-43.9784,-14.8512,-68.1902,10.4231,-100.4568,-30.3551,-54.9370,-37.0528,-73.9461,-54.7912,-79.1066,-78.2299,-58.8926,-44.0064,-56.1035,-52.4159,200.3660,223.0197,257.5831,34.5634
59.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-23.9791,13.2524,27.0263,30.0009,-21.2983,38.1083,-31.8534,-10.4751,-44.0111,-15.0784,-68.5190,9.9089,-100.4167,-31.1586,-54.8253,-37.3506,-73.6363,-55.2990,-78.4999,-78.8010,-58.7357,-44.3298,-55.8252,-52.6981,200.7380,223.6556,258.3081,34.6524
60.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.0942,13.1212,26.5000,30.3109,-21.8892,38.0237,-31.9149,-10.6241,-44.0424,-15.3063,-68.8461,9.3873,-100.3694,-31.9682,-54.7114,-37.6485,-73.3199,-55.8068,-77.8819,-79.3692,-58.5763,-44.6529,-55.5436,-52.9777,201.1108,224.2984,259.0425,34.7442
61.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.2081,12.9890,25.9683,30.6117,-22.4822,37.9293,-31.9756,-10.7738,-44.0723,-15.5350,-69.1713,8.8583,-100.3148,-32.7840,-54.5953,-37.9463,-72.9968,-56.3144,-77.2524,-79.9341,-58.4144,-44.9758,-55.2587,-53.2548,201.4846,224.9479,259.7865,34.8386
62.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.3209,12.8558,25.4315,30.9032,-23.0772,37.8248,-32.0354,-10.9242,-44.1007,-15.7645,-69.4946,8.3219,-100.2526,-33.6060,-54.4769,-38.2441,-72.6668,-56.8218,-76.6113,-80.4954,-58.2501,-45.2984,-54.9705,-53.5291,201.8593,225.6044,260.5402,34.9358
63.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.4325,12.7216,24.8897,31.1852,-23.6740,37.7101,-32.0944,-11.0754,-44.1277,-15.9946,-69.8157,7.7778,-100.1827,-34.4342,-54.3564,-38.5418,-72.3298,-57.3289,-75.9585,-81.0530,-58.0832,-45.6207,-54.6790,-53.8007,202.2349,226.2680,261.3039,35.0360
64.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.5429,12.5864,24.3430,31.4578,-24.2724,37.5849,-32.1525,-11.2273,-44.1533,-16.2255,-70.1345,7.2260,-100.1048,-35.2685,-54.2336,-38.8394,-71.9859,-57.8356,-75.2937,-81.6066,-57.9138,-45.9427,-54.3843,-54.0693,202.6113,226.9387,262.0778,35.1391
65.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.6522,12.4503,23.7916,31.7208,-24.8723,37.4493,-32.2098,-11.3800,-44.1774,-16.4571,-70.4510,6.6664,-100.0188,-36.1091,-54.1085,-39.1369,-71.6348,-58.3419,-74.6170,-82.1559,-57.7419,-46.2642,-54.0864,-54.3350,202.9887,227.6168,262.8621,35.2453
66.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.7602,12.3132,23.2358,31.9741,-25.4736,37.3030,-32.2662,-11.5334,-44.2000,-16.6894,-70.7649,6.0989,-99.9244,-36.9559,-53.9812,-39.4342,-71.2764,-58.8475,-73.9280,-82.7006,-57.5674,-46.5854,-53.7853,-54.5976,203.3668,228.3023,263.6569,35.3546
67.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.8671,12.1752,22.6756,32.2177,-26.0759,37.1460,-32.3217,-11.6875,-44.2211,-16.9223,-71.0761,5.5234,-99.8215,-37.8090,-53.8517,-39.7314,-70.9108,-59.3525,-73.2267,-83.2405,-57.3905,-46.9061,-53.4812,-54.8570,203.7459,228.9954,264.4626,35.4672
68.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-24.9727,12.0363,22.1112,32.4514,-26.6792,36.9780,-32.3763,-11.8423,-44.2408,-17.1559,-71.3844,4.9398,-99.7098,-38.6684,-53.7199,-40.0283,-70.5377,-59.8566,-72.5128,-83.7752,-57.2110,-47.2263,-53.1739,-55.1131,204.1258,229.6963,265.2794,35.5831
69.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.0771,11.8965,21.5429,32.6753,-27.2833,36.7989,-32.4300,-11.9978,-44.2589,-17.3902,-71.6898,4.3480,-99.5890,-39.5341,-53.5858,-40.3250,-70.1571,-60.3598,-71.7863,-84.3045,-57.0291,-47.5461,-52.8637,-55.3659,204.5065,230.4050,266.1074,35.7025
70.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.1803,11.7557,20.9707,32.8892,-27.8879,36.6087,-32.4828,-12.1540,-44.2755,-17.6250,-71.9919,3.7478,-99.4589,-40.4061,-53.4494,-40.6215,-69.7688,-60.8620,-71.0470,-84.8280,-56.8446,-47.8654,-52.5505,-55.6152,204.8881,231.1217,266.9471,35.8254
71.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.2823,11.6141,20.3949,33.0932,-28.4929,36.4070,-32.5346,-12.3109,-44.2905,-17.8605,-72.2908,3.1392,-99.3194,-41.2844,-53.3108,-40.9177,-69.3728,-61.3631,-70.2947,-85.3453,-56.6575,-48.1840,-52.2343,-55.8610,205.2705,231.8466,267.7986,35.9519
72.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.3830,11.4715,19.8156,33.2870,-29.0981,36.1940,-32.5855,-12.4685,-44.3041,-18.0966,-72.5861,2.5221,-99.1700,-42.1690,-53.1699,-41.2136,-68.9690,-61.8628,-69.5293,-85.8563,-56.4679,-48.5022,-51.9154,-56.1031,205.6537,232.5799,268.6622,36.0823
73.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.4825,11.3281,19.2330,33.4707,-29.7032,35.9693,-32.6355,-12.6267,-44.3160,-18.3333,-72.8777,1.8963,-99.0106,-43.0600,-53.0268,-41.5092,-68.5571,-62.3612,-68.7506,-86.3604,-56.2758,-48.8197,-51.5936,-56.3414,206.0377,233.3217,269.5382,36.2165
74.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.5808,11.1839,18.6473,33.6442,-30.3082,35.7328,-32.6845,-12.7857,-44.3264,-18.5705,-73.1654,1.2617,-98.8409,-43.9574,-52.8813,-41.8044,-68.1372,-62.8581,-67.9584,-86.8574,-56.0812,-49.1366,-51.2691,-56.5759,206.4225,234.0721,270.4268,36.3547
75.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.6777,11.0387,18.0587,33.8074,-30.9126,35.4845,-32.7325,-12.9452,-44.3352,-18.8083,-73.4490,0.6182,-98.6606,-44.8612,-52.7336,-42.0992,-67.7091,-63.3532,-67.1527,-87.3468,-55.8840,-49.4528,-50.9419,-56.8064,206.8082,234.8315,271.3285,36.4971
76.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.7734,10.8928,17.4673,33.9604,-31.5164,35.2242,-32.7795,-13.1054,-44.3425,-19.0466,-73.7283,-0.0342,-98.4694,-45.7713,-52.5835,-42.3937,-67.2727,-63.8466,-66.3332,-87.8282,-55.6843,-49.7683,-50.6122,-57.0328,207.1946,235.5999,272.2436,36.6437
77.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.8678,10.7460,16.8733,34.1030,-32.1194,34.9517,-32.8256,-13.2663,-44.3481,-19.2855,-74.0032,-0.6958,-98.2670,-46.6878,-52.4312,-42.6877,-66.8278,-64.3380,-65.4997,-88.3013,-55.4821,-50.0831,-50.2800,-57.2551,207.5818,236.3776,273.1723,36.7947
78.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-25.9610,10.5984,16.2769,34.2352,-32.7212,34.6670,-32.8706,-13.4278,-44.3521,-19.5249,-74.2733,-1.3666,-98.0531,-47.6107,-52.2766,-42.9813,-66.3744,-64.8274,-64.6522,-88.7655,-55.2773,-50.3972,-49.9453,-57.4731,207.9698,237.1648,274.1150,36.9501
79.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.0528,10.4500,15.6783,34.3570,-33.3217,34.3699,-32.9147,-13.5899,-44.3546,-19.7647,-74.5385,-2.0467,-97.8273,-48.5401,-52.1196,-43.2744,-65.9123,-65.3144,-63.7905,-89.2204,-55.0700,-50.7104,-49.6083,-57.6868,208.3585,237.9617,275.0720,37.1103
80.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.1433,10.3008,15.0777,34.4683,-33.9206,34.0603,-32.9577,-13.7526,-44.3553,-20.0051,-74.7986,-2.7364,-97.5894,-49.4758,-51.9604,-43.5670,-65.4413,-65.7991,-62.9143,-89.6657,-54.8602,-51.0229,-49.2691,-57.8960,208.7480,238.7686,276.0439,37.2753
81.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.2326,10.1508,14.4752,34.5691,-34.5177,33.7380,-32.9997,-13.9159,-44.3545,-20.2459,-75.0532,-3.4356,-97.3390,-50.4180,-51.7989,-43.8590,-64.9614,-66.2811,-62.0237,-90.1006,-54.6478,-51.3346,-48.9277,-58.1006,209.1383,239.5857,277.0309,37.4452
82.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.3205,10.0000,13.8711,34.6594,-35.1128,33.4029,-33.0406,-14.0799,-44.3520,-20.4872,-75.3023,-4.1446,-97.0757,-51.3665,-51.6351,-44.1506,-64.4723,-66.7604,-61.1183,-90.5249,-54.4329,-51.6454,-48.5842,-58.3006,209.5293,240.4133,278.0335,37.6202
83.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.4071,9.8485,13.2654,34.7391,-35.7056,33.0549,-33.0805,-14.2444,-44.3478,-20.7289,-75.5454,-4.8634,-96.7991,-52.3215,-51.4690,-44.4415,-63.9741,-67.2367,-60.1981,-90.9378,-54.2155,-51.9553,-48.2388,-58.4958,209.9210,241.2515,279.0521,37.8005
84.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.4924,9.6962,12.6585,34.8083,-36.2959,32.6938,-33.1194,-14.4095,-44.3420,-20.9710,-75.7823,-5.5922,-96.5089,-53.2829,-51.3005,-44.7318,-63.4664,-67.7099,-59.2629,-91.3389,-53.9955,-52.2642,-47.8916,-58.6862,210.3135,242.1009,280.0872,37.9863
85.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.5763,9.5432,12.0505,34.8668,-36.8833,32.3196,-33.1572,-14.5751,-44.3345,-21.2135,-76.0128,-6.3311,-96.2047,-54.2507,-51.1298,-45.0216,-62.9491,-68.1798,-58.3125,-91.7276,-53.7731,-52.5723,-47.5427,-58.8716,210.7067,242.9615,281.1392,38.1777
86.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.6590,9.3894,11.4415,34.9147,-37.4677,31.9321,-33.1939,-14.7413,-44.3253,-21.4564,-76.2366,-7.0803,-95.8859,-55.2250,-50.9568,-45.3106,-62.4222,-68.6461,-57.3468,-92.1033,-53.5480,-52.8793,-47.1922,-59.0520,211.1007,243.8338,282.2087,38.3749
87.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.7402,9.2350,10.8318,34.9520,-38.0487,31.5311,-33.2296,-14.9081,-44.3145,-21.6997,-76.4533,-7.8399,-95.5522,-56.2056,-50.7815,-45.5990,-61.8853,-69.1087,-56.3657,-92.4653,-53.3205,-53.1854,-46.8401,-59.2273,211.4953,244.7181,283.2962,38.5780
88.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.8201,9.0798,10.2215,34.9787,-38.6261,31.1166,-33.2641,-15.0754,-44.3019,-21.9433,-76.6628,-8.6101,-95.2031,-57.1926,-50.6038,-45.8867,-61.3384,-69.5672,-55.3690,-92.8130,-53.0905,-53.4904,-46.4868,-59.3973,211.8907,245.6148,284.4022,38.7874
89.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.8987,8.9240,9.6108,34.9947,-39.1996,30.6883,-33.2976,-15.2433,-44.2876,-22.1873,-76.8645,-9.3910,-94.8381,-58.1859,-50.4239,-46.1737,-60.7813,-70.0216,-54.3566,-93.1456,-52.8579,-53.7944,-46.1322,-59.5619,212.2867,246.5242,285.5274,39.0032
90.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-26.9759,8.7674,9.0000,35.0000,-39.7689,30.2462,-33.3300,-15.4116,-44.2716,-22.4316,-77.0583,-10.1827,-94.4568,-59.1857,-50.2417,-46.4599,-60.2138,-70.4715,-53.3282,-93.4625,-52.6229,-54.0973,-45.7766,-59.7212,212.6834,247.4467,286.6723,39.2256
91.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.0517,8.6102,8.3892,34.9947,-40.3337,29.7902,-33.3612,-15.5805,-44.2539,-22.6762,-77.2437,-10.9854,-94.0584,-60.1918,-50.0571,-46.7453,-59.6356,-70.9166,-52.2839,-93.7629,-52.3853,-54.3990,-45.4201,-59.8749,213.0809,248.3828,287.8377,39.4549
92.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.1262,8.4524,7.7785,34.9787,-40.8936,29.3200,-33.3913,-15.7499,-44.2345,-22.9211,-77.4204,-11.7993,-93.6426,-61.2042,-49.8703,-47.0299,-59.0467,-71.3567,-51.2235,-94.0459,-52.1453,-54.6996,-45.0628,-60.0231,213.4790,249.3329,289.0241,39.6912
93.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.1992,8.2939,7.1682,34.9520,-41.4485,28.8355,-33.4203,-15.9197,-44.2133,-23.1662,-77.5880,-12.6246,-93.2086,-62.2229,-49.6812,-47.3137,-58.4467,-71.7916,-50.1468,-94.3107,-51.9027,-54.9991,-44.7050,-60.1656,213.8778,250.2976,290.2325,39.9349
94.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.2709,8.1347,6.5585,34.9147,-41.9979,28.3366,-33.4482,-16.0901,-44.1903,-23.4116,-77.7461,-13.4613,-92.7559,-63.2479,-49.4898,-47.5967,-57.8355,-72.2208,-49.0537,-94.5565,-51.6577,-55.2974,-44.3467,-60.3023,214.2772,251.2772,291.4634,40.1862
95.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.3412,7.9750,5.9495,34.8668,-42.5415,27.8231,-33.4749,-16.2609,-44.1657,-23.6573,-77.8943,-14.3098,-92.2838,-64.2792,-49.2961,-47.8788,-57.2128,-72.6442,-47.9442,-94.7822,-51.4101,-55.5944,-43.9882,-60.4332,214.6773,252.2725,292.7178,40.4453
96.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.4101,7.8146,5.3415,34.8083,-43.0791,27.2950,-33.5004,-16.4322,-44.1392,-23.9032,-78.0322,-15.1701,-91.7916,-65.3166,-49.1001,-48.1599,-56.5784,-73.0612,-46.8181,-94.9869,-51.1601,-55.8902,-43.6296,-60.5582,215.0781,253.2840,293.9965,40.7125
97.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.4776,7.6537,4.7346,34.7391,-43.6101,26.7519,-33.5248,-16.6039,-44.1110,-24.1493,-78.1592,-16.0424,-91.2786,-66.3602,-48.9018,-48.4402,-55.9321,-73.4717,-45.6753,-95.1696,-50.9076,-56.1847,-43.2711,-60.6772,215.4795,254.3123,295.3005,40.9882
98.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.5437,7.4921,4.1289,34.6594,-44.1342,26.1938,-33.5480,-16.7761,-44.0810,-24.3956,-78.2749,-16.9271,-90.7439,-67.4100,-48.7013,-48.7195,-55.2735,-73.8751,-44.5158,-95.3291,-50.6527,-56.4778,-42.9129,-60.7902,215.8816,255.3580,296.6307,41.2727
99.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.6084,7.3300,3.5248,34.5691,-44.6512,25.6205,-33.5701,-16.9487,-44.0493,-24.6420,-78.3788,-17.8242,-90.1868,-68.4658,-48.4984,-48.9978,-54.6024,-74.2712,-43.3394,-95.4642,-50.3953,-56.7697,-42.5553,-60.8970,216.2843,256.4221,297.9883,41.5662
100.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.6716,7.1674,2.9223,34.4683,-45.1605,25.0318,-33.5910,-17.1218,-44.0157,-24.8886,-78.4703,-18.7340,-89.6062,-69.5277,-48.2933,-49.2751,-53.9185,-74.6593,-42.1462,-95.5738,-50.1354,-57.0602,-42.1984,-60.9977,216.6876,257.5051,299.3744,41.8692
101.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.7334,7.0041,2.3217,34.3570,-45.6617,24.4276,-33.6106,-17.2952,-43.9804,-25.1354,-78.5489,-19.6568,-89.0014,-70.5954,-48.0860,-49.5515,-53.2215,-75.0392,-40.9360,-95.6564,-49.8731,-57.3493,-41.8425,-61.0922,217.0916,258.6081,300.7901,42.1820
102.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.7939,6.8404,1.7231,34.2352,-46.1545,23.8076,-33.6291,-17.4690,-43.9433,-25.3823,-78.6140,-20.5927,-88.3712,-71.6690,-47.8763,-49.8267,-52.5110,-75.4103,-39.7089,-95.7107,-49.6084,-57.6370,-41.4878,-61.1804,217.4962,259.7318,302.2368,42.5050
103.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.8528,6.6761,1.1267,34.1030,-46.6384,23.1717,-33.6464,-17.6433,-43.9043,-25.6292,-78.6648,-21.5420,-87.7145,-72.7484,-47.6644,-50.1009,-51.7867,-75.7720,-38.4648,-95.7352,-49.3412,-57.9232,-41.1345,-61.2623,217.9014,260.8773,303.7160,42.8387
104.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.9104,6.5114,0.5327,33.9604,-47.1129,22.5196,-33.6625,-17.8179,-43.8636,-25.8763,-78.7008,-22.5049,-87.0302,-73.8335,-47.4503,-50.3740,-51.0482,-76.1238,-37.2039,-95.7283,-49.0716,-58.2080,-40.7829,-61.3379,218.3071,262.0458,305.2291,43.1833
105.0000,-9.0000,0.0000,9.0000,0.0000,-9.0000,-20.0000,-27.9665,6.3461,-0.0587,33.8074,-47.5776,21.8511,-33.6773,-17.9929,-43.8210,-26.1234,-78.7212,-23.4818,-86.3170,-74.9241,-47.2338,-50.6459,-50.2951,-76.4651,-35.9260,-95.6882,-48.7996,-58.4912,-40.4331,-61.4071,218.7135,263.2383,306.7778,43.5396
